macro,file,line,type,size_i386,size_amd64
SIOCSLAGGHASH,sys/net/if_lagg.h,136,struct lagg_reqflags,20,20
SIOCSLAGGOPTS,sys/net/if_lagg.h,159,struct lagg_reqopts,40,40
SIOCSLAGGPORT,sys/net/if_lagg.h,110,struct lagg_reqport,72,72
TUNGDEBUG,sys/net/if_tun.h,39,int,4,4
TUNGIFHEAD,sys/net/if_tun.h,47,int,4,4
TUNGIFINFO,sys/net/if_tun.h,41,struct tuninfo,8,8
TUNGIFNAME,sys/net/if_tun.h,43,struct ifreq,32,32
TUNSDEBUG,sys/net/if_tun.h,38,int,4,4
TUNSIFHEAD,sys/net/if_tun.h,46,int,4,4
TUNSIFINFO,sys/net/if_tun.h,40,struct tuninfo,8,8
TUNSIFMODE,sys/net/if_tun.h,44,int,4,4
TUNSLMODE,sys/net/if_tun.h,42,int,4,4
SIOCGETPFSYNC,sys/net/if_pfsync.h,244,struct ifreq,32,32
SIOCSETPFSYNC,sys/net/if_pfsync.h,243,struct ifreq,32,32
NIOCCONFIG,sys/net/netmap_legacy.h,255,struct nm_ifreq,272,272
NIOCGINFO,sys/net/netmap_legacy.h,253,struct nmreq,60,60
NIOCREGIF,sys/net/netmap_legacy.h,254,struct nmreq,60,60
GREGADDRD,sys/net/if_gre.h,166,struct ifreq,32,32
GREGADDRS,sys/net/if_gre.h,165,struct ifreq,32,32
GREGKEY,sys/net/if_gre.h,170,struct ifreq,32,32
GREGOPTS,sys/net/if_gre.h,172,struct ifreq,32,32
GREGPORT,sys/net/if_gre.h,174,struct ifreq,32,32
GREGPROTO,sys/net/if_gre.h,168,struct ifreq,32,32
GRESADDRD,sys/net/if_gre.h,164,struct ifreq,32,32
GRESADDRS,sys/net/if_gre.h,163,struct ifreq,32,32
GRESKEY,sys/net/if_gre.h,171,struct ifreq,32,32
GRESOPTS,sys/net/if_gre.h,173,struct ifreq,32,32
GRESPORT,sys/net/if_gre.h,175,struct ifreq,32,32
GRESPROTO,sys/net/if_gre.h,167,struct ifreq,32,32
TAPGDEBUG,sys/net/if_tap.h,57,int,4,4
TAPGIFINFO,sys/net/if_tap.h,59,struct tapinfo,8,8
TAPGIFNAME,sys/net/if_tap.h,60,struct ifreq,32,32
TAPSDEBUG,sys/net/if_tap.h,56,int,4,4
TAPSIFINFO,sys/net/if_tap.h,58,struct tapinfo,8,8
BIOCFEEDBACK,sys/net/bpf.h,143,u_int,4,4
BIOCGBLEN,sys/net/bpf.h,120,u_int,4,4
BIOCGDIRECTION,sys/net/bpf.h,137,u_int,4,4
BIOCGDLT,sys/net/bpf.h,125,u_int,4,4
BIOCGDLTLIST,sys/net/bpf.h,140,struct bpf_dltlist,8,16
BIOCGETBUFMODE,sys/net/bpf.h,144,u_int,4,4
BIOCGETIF,sys/net/bpf.h,126,struct ifreq,32,32
BIOCGETZMAX,sys/net/bpf.h,146,size_t,4,8
BIOCGHDRCMPLT,sys/net/bpf.h,135,u_int,4,4
BIOCGRSIG,sys/net/bpf.h,133,u_int,4,4
BIOCGRTIMEOUT,sys/net/bpf.h,129,struct timeval,8,16
BIOCGSTATS,sys/net/bpf.h,130,struct bpf_stat,8,8
BIOCGTSTAMP,sys/net/bpf.h,150,u_int,4,4
BIOCIMMEDIATE,sys/net/bpf.h,131,u_int,4,4
BIOCROTZBUF,sys/net/bpf.h,147,struct bpf_zbuf,12,24
BIOCSBLEN,sys/net/bpf.h,121,u_int,4,4
BIOCSDIRECTION,sys/net/bpf.h,138,u_int,4,4
BIOCSDLT,sys/net/bpf.h,139,u_int,4,4
BIOCSETBUFMODE,sys/net/bpf.h,145,u_int,4,4
BIOCSETF,sys/net/bpf.h,122,struct bpf_program,8,16
BIOCSETFNR,sys/net/bpf.h,149,struct bpf_program,8,16
BIOCSETIF,sys/net/bpf.h,127,struct ifreq,32,32
BIOCSETWF,sys/net/bpf.h,142,struct bpf_program,8,16
BIOCSETZBUF,sys/net/bpf.h,148,struct bpf_zbuf,12,24
BIOCSHDRCMPLT,sys/net/bpf.h,136,u_int,4,4
BIOCSRSIG,sys/net/bpf.h,134,u_int,4,4
BIOCSRTIMEOUT,sys/net/bpf.h,128,struct timeval,8,16
BIOCSTSTAMP,sys/net/bpf.h,151,u_int,4,4
BIOCVERSION,sys/net/bpf.h,132,struct bpf_version,4,4
DIOCADDADDR,sys/net/pfvar.h,1475,struct pfioc_pooladdr,1112,1136
DIOCADDALTQV0,sys/net/pfvar.h,1464,struct pfioc_altq_v0,236,256
DIOCADDALTQV1,sys/net/pfvar.h,1465,struct pfioc_altq_v1,272,304
DIOCADDRULE,sys/net/pfvar.h,1441,struct pfioc_rule,2940,3040
DIOCADDSTATE,sys/net/pfvar.h,1457,struct pfioc_state,242,242
DIOCBEGINADDRS,sys/net/pfvar.h,1474,struct pfioc_pooladdr,1112,1136
DIOCCHANGEADDR,sys/net/pfvar.h,1478,struct pfioc_pooladdr,1112,1136
DIOCCHANGEALTQV0,sys/net/pfvar.h,1470,struct pfioc_altq_v0,236,256
DIOCCHANGEALTQV1,sys/net/pfvar.h,1471,struct pfioc_altq_v1,272,304
DIOCCHANGERULE,sys/net/pfvar.h,1453,struct pfioc_rule,2940,3040
DIOCCLRIFFLAG,sys/net/pfvar.h,1509,struct pfioc_iface,36,40
DIOCCLRSTATES,sys/net/pfvar.h,1445,struct pfioc_state_kill,204,224
DIOCGETADDR,sys/net/pfvar.h,1477,struct pfioc_pooladdr,1112,1136
DIOCGETADDRS,sys/net/pfvar.h,1476,struct pfioc_pooladdr,1112,1136
DIOCGETALTQSV0,sys/net/pfvar.h,1466,struct pfioc_altq_v0,236,256
DIOCGETALTQSV1,sys/net/pfvar.h,1467,struct pfioc_altq_v1,272,304
DIOCGETALTQV0,sys/net/pfvar.h,1468,struct pfioc_altq_v0,236,256
DIOCGETALTQV1,sys/net/pfvar.h,1469,struct pfioc_altq_v1,272,304
DIOCGETLIMIT,sys/net/pfvar.h,1459,struct pfioc_limit,8,8
DIOCGETQSTATSV0,sys/net/pfvar.h,1472,struct pfioc_qstats_v0,20,24
DIOCGETQSTATSV1,sys/net/pfvar.h,1473,struct pfioc_qstats_v1,24,32
DIOCGETRULE,sys/net/pfvar.h,1443,struct pfioc_rule,2940,3040
DIOCGETRULES,sys/net/pfvar.h,1442,struct pfioc_rule,2940,3040
DIOCGETRULESET,sys/net/pfvar.h,1481,struct pfioc_ruleset,1092,1092
DIOCGETRULESETS,sys/net/pfvar.h,1480,struct pfioc_ruleset,1092,1092
DIOCGETSRCNODES,sys/net/pfvar.h,1504,struct pfioc_src_nodes,8,16
DIOCGETSTATE,sys/net/pfvar.h,1446,struct pfioc_state,242,242
DIOCGETSTATES,sys/net/pfvar.h,1452,struct pfioc_states,8,16
DIOCGETSTATUS,sys/net/pfvar.h,1448,struct pf_status,416,416
DIOCGETTIMEOUT,sys/net/pfvar.h,1456,struct pfioc_tm,8,8
DIOCGIFSPEEDV0,sys/net/pfvar.h,1526,struct pf_ifspeed_v0,20,20
DIOCGIFSPEEDV1,sys/net/pfvar.h,1527,struct pf_ifspeed_v1,28,32
DIOCIGETIFACES,sys/net/pfvar.h,1507,struct pfioc_iface,36,40
DIOCKILLSRCNODES,sys/net/pfvar.h,1510,struct pfioc_src_node_kill,104,128
DIOCKILLSTATES,sys/net/pfvar.h,1461,struct pfioc_state_kill,204,224
DIOCNATLOOK,sys/net/pfvar.h,1450,struct pfioc_natlook,76,76
DIOCOSFPADD,sys/net/pfvar.h,1499,struct pf_osfp_ioctl,132,136
DIOCOSFPGET,sys/net/pfvar.h,1500,struct pf_osfp_ioctl,132,136
DIOCRADDADDRS,sys/net/pfvar.h,1489,struct pfioc_table,1100,1104
DIOCRADDTABLES,sys/net/pfvar.h,1483,struct pfioc_table,1100,1104
DIOCRCLRADDRS,sys/net/pfvar.h,1488,struct pfioc_table,1100,1104
DIOCRCLRASTATS,sys/net/pfvar.h,1494,struct pfioc_table,1100,1104
DIOCRCLRTABLES,sys/net/pfvar.h,1482,struct pfioc_table,1100,1104
DIOCRCLRTSTATS,sys/net/pfvar.h,1487,struct pfioc_table,1100,1104
DIOCRDELADDRS,sys/net/pfvar.h,1490,struct pfioc_table,1100,1104
DIOCRDELTABLES,sys/net/pfvar.h,1484,struct pfioc_table,1100,1104
DIOCRGETADDRS,sys/net/pfvar.h,1492,struct pfioc_table,1100,1104
DIOCRGETASTATS,sys/net/pfvar.h,1493,struct pfioc_table,1100,1104
DIOCRGETTABLES,sys/net/pfvar.h,1485,struct pfioc_table,1100,1104
DIOCRGETTSTATS,sys/net/pfvar.h,1486,struct pfioc_table,1100,1104
DIOCRINADEFINE,sys/net/pfvar.h,1497,struct pfioc_table,1100,1104
DIOCRSETADDRS,sys/net/pfvar.h,1491,struct pfioc_table,1100,1104
DIOCRSETTFLAGS,sys/net/pfvar.h,1496,struct pfioc_table,1100,1104
DIOCRTSTADDRS,sys/net/pfvar.h,1495,struct pfioc_table,1100,1104
DIOCSETDEBUG,sys/net/pfvar.h,1451,u_int32_t,4,4
DIOCSETHOSTID,sys/net/pfvar.h,1506,u_int32_t,4,4
DIOCSETIFFLAG,sys/net/pfvar.h,1508,struct pfioc_iface,36,40
DIOCSETLIMIT,sys/net/pfvar.h,1460,struct pfioc_limit,8,8
DIOCSETSTATUSIF,sys/net/pfvar.h,1447,struct pfioc_if,16,16
DIOCSETTIMEOUT,sys/net/pfvar.h,1455,struct pfioc_tm,8,8
DIOCXBEGIN,sys/net/pfvar.h,1501,struct pfioc_trans,12,16
DIOCXCOMMIT,sys/net/pfvar.h,1502,struct pfioc_trans,12,16
DIOCXROLLBACK,sys/net/pfvar.h,1503,struct pfioc_trans,12,16
IPSECGREQID,sys/net/if_ipsec.h,36,struct ifreq,32,32
IPSECSREQID,sys/net/if_ipsec.h,37,struct ifreq,32,32
GIFGOPTS,sys/net/if_gif.h,125,struct ifreq,32,32
GIFSOPTS,sys/net/if_gif.h,126,struct ifreq,32,32
SIOCG80211,sys/net80211/ieee80211_ioctl.h,601,struct ieee80211req,28,32
SIOCG80211STATS,sys/net80211/ieee80211_ioctl.h,602,struct ifreq,32,32
SIOCS80211,sys/net80211/ieee80211_ioctl.h,600,struct ieee80211req,28,32
SIOCGVH,sys/netinet/ip_carp.h,138,struct ifreq,32,32
SIOCSVH,sys/netinet/ip_carp.h,137,struct ifreq,32,32
NETDUMPGCONF,sys/netinet/netdump/netdump.h,73,struct netdump_conf,104,112
NETDUMPSCONF,sys/netinet/netdump/netdump.h,74,struct netdump_conf,104,112
OSIOCAIFADDR_IN6,sys/netinet6/in6_var.h,443,struct oin6_aliasreq,120,128
OSIOCGIFINFO_IN6,sys/netinet6/in6_var.h,453,struct in6_ondireq,48,48
SIOCAADDRCTL_POLICY,sys/netinet6/in6_var.h,489,struct in6_addrpolicy,72,72
SIOCAIFADDR_IN6,sys/netinet6/in6_var.h,444,struct in6_aliasreq,124,136
SIOCAIFPREFIX_IN6,sys/netinet6/in6_var.h,478,struct in6_rrenumreq,96,96
SIOCCIFPREFIX_IN6,sys/netinet6/in6_var.h,480,struct in6_rrenumreq,96,96
SIOCDADDRCTL_POLICY,sys/netinet6/in6_var.h,490,struct in6_addrpolicy,72,72
SIOCDIFADDR_IN6,sys/netinet6/in6_var.h,442,struct in6_ifreq,288,288
SIOCDIFPREFIX_IN6,sys/netinet6/in6_var.h,477,struct in6_prefixreq,64,64
SIOCGDEFIFACE_IN6,sys/netinet6/in6_var.h,467,struct in6_ndifreq,20,24
SIOCGETMIFCNT_IN6,sys/netinet6/in6_var.h,487,struct sioc_mif_req6,36,40
SIOCGETSGCNT_IN6,sys/netinet6/in6_var.h,485,struct sioc_sg_req6,80,80
SIOCGIFADDR_IN6,sys/netinet6/in6_var.h,428,struct in6_ifreq,288,288
SIOCGIFAFLAG_IN6,sys/netinet6/in6_var.h,450,struct in6_ifreq,288,288
SIOCGIFALIFETIME_IN6,sys/netinet6/in6_var.h,462,struct in6_ifreq,288,288
SIOCGIFDSTADDR_IN6,sys/netinet6/in6_var.h,439,struct in6_ifreq,288,288
SIOCGIFINFO_IN6,sys/netinet6/in6_var.h,455,struct in6_ndireq,72,72
SIOCGIFNETMASK_IN6,sys/netinet6/in6_var.h,440,struct in6_ifreq,288,288
SIOCGIFPDSTADDR_IN6,sys/netinet6/in6_var.h,448,struct in6_ifreq,288,288
SIOCGIFPREFIX_IN6,sys/netinet6/in6_var.h,476,struct in6_prefixreq,64,64
SIOCGIFPSRCADDR_IN6,sys/netinet6/in6_var.h,447,struct in6_ifreq,288,288
SIOCGIFSTAT_ICMP6,sys/netinet6/in6_var.h,464,struct in6_ifreq,288,288
SIOCGIFSTAT_IN6,sys/netinet6/in6_var.h,463,struct in6_ifreq,288,288
SIOCGNBRINFO_IN6,sys/netinet6/in6_var.h,458,struct in6_nbrinfo,48,56
SIOCGSCOPE6,sys/netinet6/in6_var.h,472,struct in6_ifreq,288,288
SIOCGSCOPE6DEF,sys/netinet6/in6_var.h,473,struct in6_ifreq,288,288
SIOCSDEFIFACE_IN6,sys/netinet6/in6_var.h,466,struct in6_ndifreq,20,24
SIOCSGIFPREFIX_IN6,sys/netinet6/in6_var.h,482,struct in6_rrenumreq,96,96
SIOCSIFADDR_IN6,sys/netinet6/in6_var.h,427,struct in6_ifreq,288,288
SIOCSIFDSTADDR_IN6,sys/netinet6/in6_var.h,435,struct in6_ifreq,288,288
SIOCSIFINFO_FLAGS,sys/netinet6/in6_var.h,469,struct in6_ndireq,72,72
SIOCSIFINFO_IN6,sys/netinet6/in6_var.h,456,struct in6_ndireq,72,72
SIOCSIFNETMASK_IN6,sys/netinet6/in6_var.h,436,struct in6_ifreq,288,288
SIOCSIFPHYADDR_IN6,sys/netinet6/in6_var.h,446,struct in6_aliasreq,124,136
SIOCSIFPREFIX_IN6,sys/netinet6/in6_var.h,475,struct in6_prefixreq,64,64
SIOCSNDFLUSH_IN6,sys/netinet6/in6_var.h,457,struct in6_ifreq,288,288
SIOCSPFXFLUSH_IN6,sys/netinet6/in6_var.h,459,struct in6_ifreq,288,288
SIOCSRTRFLUSH_IN6,sys/netinet6/in6_var.h,460,struct in6_ifreq,288,288
SIOCSSCOPE6,sys/netinet6/in6_var.h,471,struct in6_ifreq,288,288
SMBIOC_LOOKUP,sys/netsmb/smb_dev.h,149,struct smbioc_lookup,764,776
SMBIOC_OPENSESSION,sys/netsmb/smb_dev.h,144,struct smbioc_ossn,476,488
SMBIOC_OPENSHARE,sys/netsmb/smb_dev.h,145,struct smbioc_oshare,280,280
SMBIOC_READ,sys/netsmb/smb_dev.h,150,struct smbioc_rw,20,32
SMBIOC_REQUEST,sys/netsmb/smb_dev.h,146,struct smbioc_rq,36,64
SMBIOC_SETFLAGS,sys/netsmb/smb_dev.h,148,struct smbioc_flags,12,12
SMBIOC_T2RQ,sys/netsmb/smb_dev.h,147,struct smbioc_t2rq,48,88
SMBIOC_WRITE,sys/netsmb/smb_dev.h,151,struct smbioc_rw,20,32
OSIOCAIFADDR,sys/sys/sockio.h,73,struct oifaliasreq,64,64
SIOCADDMULTI,sys/sys/sockio.h,87,struct ifreq,32,32
SIOCAIFADDR,sys/sys/sockio.h,85,struct ifaliasreq,68,68
SIOCAIFGROUP,sys/sys/sockio.h,133,struct ifgroupreq,36,40
SIOCATMARK,sys/sys/sockio.h,45,int,4,4
SIOCDELMULTI,sys/sys/sockio.h,88,struct ifreq,32,32
SIOCDIFADDR,sys/sys/sockio.h,72,struct ifreq,32,32
SIOCDIFGROUP,sys/sys/sockio.h,135,struct ifgroupreq,36,40
SIOCDIFPHYADDR,sys/sys/sockio.h,107,struct ifreq,32,32
SIOCGDRVSPEC,sys/sys/sockio.h,125,struct ifdrv,28,40
SIOCGETSGCNT,sys/sys/sockio.h,52,struct sioc_sg_req,20,32
SIOCGETVIFCNT,sys/sys/sockio.h,51,struct sioc_vif_req,20,40
SIOCGHIWAT,sys/sys/sockio.h,42,int,4,4
SIOCGHWADDR,sys/sys/sockio.h,102,struct ifreq,32,32
SIOCGI2C,sys/sys/sockio.h,101,struct ifreq,32,32
SIOCGIFADDR,sys/sys/sockio.h,56,struct ifreq,32,32
SIOCGIFBRDADDR,sys/sys/sockio.h,63,struct ifreq,32,32
SIOCGIFCAP,sys/sys/sockio.h,78,struct ifreq,32,32
SIOCGIFCONF,sys/sys/sockio.h,66,struct ifconf,8,16
SIOCGIFDESCR,sys/sys/sockio.h,84,struct ifreq,32,32
SIOCGIFDSTADDR,sys/sys/sockio.h,59,struct ifreq,32,32
SIOCGIFFIB,sys/sys/sockio.h,117,struct ifreq,32,32
SIOCGIFFLAGS,sys/sys/sockio.h,61,struct ifreq,32,32
SIOCGIFGENERIC,sys/sys/sockio.h,97,struct ifreq,32,32
SIOCGIFGMEMB,sys/sys/sockio.h,136,struct ifgroupreq,36,40
SIOCGIFGROUP,sys/sys/sockio.h,134,struct ifgroupreq,36,40
SIOCGIFINDEX,sys/sys/sockio.h,79,struct ifreq,32,32
SIOCGIFMAC,sys/sys/sockio.h,80,struct ifreq,32,32
SIOCGIFMEDIA,sys/sys/sockio.h,94,struct ifmediareq,40,48
SIOCGIFMETRIC,sys/sys/sockio.h,70,struct ifreq,32,32
SIOCGIFMTU,sys/sys/sockio.h,89,struct ifreq,32,32
SIOCGIFNETMASK,sys/sys/sockio.h,68,struct ifreq,32,32
SIOCGIFPDSTADDR,sys/sys/sockio.h,106,struct ifreq,32,32
SIOCGIFPHYS,sys/sys/sockio.h,91,struct ifreq,32,32
SIOCGIFPSRCADDR,sys/sys/sockio.h,105,struct ifreq,32,32
SIOCGIFRSSHASH,sys/sys/sockio.h,140,struct ifrsshash,24,24
SIOCGIFRSSKEY,sys/sys/sockio.h,139,struct ifrsskey,148,148
SIOCGIFSTATUS,sys/sys/sockio.h,99,struct ifstat,817,817
SIOCGIFXMEDIA,sys/sys/sockio.h,137,struct ifmediareq,40,48
SIOCGLANPCP,sys/sys/sockio.h,143,struct ifreq,32,32
SIOCGLOWAT,sys/sys/sockio.h,44,int,4,4
SIOCGPGRP,sys/sys/sockio.h,47,int,4,4
SIOCGPRIVATE_0,sys/sys/sockio.h,111,struct ifreq,32,32
SIOCGPRIVATE_1,sys/sys/sockio.h,112,struct ifreq,32,32
SIOCGTUNFIB,sys/sys/sockio.h,120,struct ifreq,32,32
SIOCIFCREATE,sys/sys/sockio.h,128,struct ifreq,32,32
SIOCIFCREATE2,sys/sys/sockio.h,129,struct ifreq,32,32
SIOCIFDESTROY,sys/sys/sockio.h,130,struct ifreq,32,32
SIOCIFGCLONERS,sys/sys/sockio.h,131,struct if_clonereq,12,16
SIOCSDRVSPEC,sys/sys/sockio.h,123,struct ifdrv,28,40
SIOCSHIWAT,sys/sys/sockio.h,41,int,4,4
SIOCSIFADDR,sys/sys/sockio.h,54,struct ifreq,32,32
SIOCSIFBRDADDR,sys/sys/sockio.h,64,struct ifreq,32,32
SIOCSIFCAP,sys/sys/sockio.h,77,struct ifreq,32,32
SIOCSIFDESCR,sys/sys/sockio.h,83,struct ifreq,32,32
SIOCSIFDSTADDR,sys/sys/sockio.h,57,struct ifreq,32,32
SIOCSIFFIB,sys/sys/sockio.h,118,struct ifreq,32,32
SIOCSIFFLAGS,sys/sys/sockio.h,60,struct ifreq,32,32
SIOCSIFGENERIC,sys/sys/sockio.h,96,struct ifreq,32,32
SIOCSIFLLADDR,sys/sys/sockio.h,100,struct ifreq,32,32
SIOCSIFMAC,sys/sys/sockio.h,81,struct ifreq,32,32
SIOCSIFMEDIA,sys/sys/sockio.h,93,struct ifreq,32,32
SIOCSIFMETRIC,sys/sys/sockio.h,71,struct ifreq,32,32
SIOCSIFMTU,sys/sys/sockio.h,90,struct ifreq,32,32
SIOCSIFNAME,sys/sys/sockio.h,82,struct ifreq,32,32
SIOCSIFNETMASK,sys/sys/sockio.h,69,struct ifreq,32,32
SIOCSIFPHYADDR,sys/sys/sockio.h,104,struct ifaliasreq,68,68
SIOCSIFPHYS,sys/sys/sockio.h,92,struct ifreq,32,32
SIOCSIFRVNET,sys/sys/sockio.h,115,struct ifreq,32,32
SIOCSIFVNET,sys/sys/sockio.h,114,struct ifreq,32,32
SIOCSLANPCP,sys/sys/sockio.h,144,struct ifreq,32,32
SIOCSLOWAT,sys/sys/sockio.h,43,int,4,4
SIOCSPGRP,sys/sys/sockio.h,46,int,4,4
SIOCSTUNFIB,sys/sys/sockio.h,121,struct ifreq,32,32
GPIOACCESS32,sys/sys/gpio.h,176,struct gpio_access_32,16,16
GPIOCONFIG32,sys/sys/gpio.h,177,struct gpio_config_32,136,136
GPIOGET,sys/sys/gpio.h,172,struct gpio_req,8,8
GPIOGETCONFIG,sys/sys/gpio.h,170,struct gpio_pin,76,76
GPIOMAXPIN,sys/sys/gpio.h,169,int,4,4
GPIOSET,sys/sys/gpio.h,173,struct gpio_req,8,8
GPIOSETCONFIG,sys/sys/gpio.h,171,struct gpio_pin,76,76
GPIOSETNAME,sys/sys/gpio.h,175,struct gpio_pin,76,76
GPIOTOGGLE,sys/sys/gpio.h,174,struct gpio_req,8,8
CDIOCCAPABILITY,sys/sys/cdio.h,275,struct ioc_capability,12,24
CDIOCGETVOL,sys/sys/cdio.h,182,struct ioc_vol,4,4
CDIOCPITCH,sys/sys/cdio.h,240,struct ioc_pitch,2,2
CDIOCPLAYBLOCKS,sys/sys/cdio.h,129,struct ioc_play_blocks,8,8
CDIOCPLAYMSF,sys/sys/cdio.h,222,struct ioc_play_msf,6,6
CDIOCPLAYTRACKS,sys/sys/cdio.h,122,struct ioc_play_track,4,4
CDIOCREADSUBCHANNEL,sys/sys/cdio.h,145,struct ioc_read_subchannel,12,16
CDIOCSETPATCH,sys/sys/cdio.h,176,struct ioc_patch,4,4
CDIOCSETVOL,sys/sys/cdio.h,184,struct ioc_vol,4,4
CDIOREADTOCENTRY,sys/sys/cdio.h,170,struct ioc_read_toc_single_entry,12,12
CDIOREADTOCENTRYS,sys/sys/cdio.h,162,struct ioc_read_toc_entry,8,16
CDIOREADTOCHEADER,sys/sys/cdio.h,153,struct ioc_toc_header,4,4
CONS_BELLTYPE,sys/sys/consio.h,122,int,4,4
CONS_BLANKTIME,sys/sys/consio.h,94,int,4,4
CONS_CURRENT,sys/sys/consio.h,85,int,4,4
CONS_CURRENTADP,sys/sys/consio.h,280,int,4,4
CONS_CURSORTYPE,sys/sys/consio.h,117,int,4,4
CONS_GET,sys/sys/consio.h,88,int,4,4
CONS_GETCURSORSHAPE,sys/sys/consio.h,202,struct cshape,12,12
CONS_GETINFO,sys/sys/consio.h,274,vid_info_t,24,24
CONS_GETTERM,sys/sys/consio.h,324,term_info_t,104,104
CONS_GETVERS,sys/sys/consio.h,277,int,4,4
CONS_GSAVER,sys/sys/consio.h,106,ssaver_t,24,32
CONS_HISTORY,sys/sys/consio.h,125,int,4,4
CONS_IDLE,sys/sys/consio.h,175,int,4,4
CONS_MOUSECTL,sys/sys/consio.h,172,mouse_info_t,20,20
CONS_SAVERMODE,sys/sys/consio.h,181,int,4,4
CONS_SAVERSTART,sys/sys/consio.h,184,int,4,4
CONS_SCRSHOT,sys/sys/consio.h,310,scrshot_t,20,24
CONS_SETCURSORSHAPE,sys/sys/consio.h,203,struct cshape,12,12
CONS_SETTERM,sys/sys/consio.h,325,term_info_t,104,104
CONS_SSAVER,sys/sys/consio.h,105,ssaver_t,24,32
GIO_ATTR,sys/sys/consio.h,79,int,4,4
GIO_COLOR,sys/sys/consio.h,82,int,4,4
GIO_FONT8x14,sys/sys/consio.h,246,fnt14_t,3584,3584
GIO_FONT8x16,sys/sys/consio.h,248,fnt16_t,4096,4096
GIO_FONT8x8,sys/sys/consio.h,244,fnt8_t,2048,2048
GIO_SCRNMAP,sys/sys/consio.h,75,scrmap_t,256,256
GIO_VFONT,sys/sys/consio.h,250,vfnt_t,48,72
KDGETMODE,sys/sys/kbio.h,25,int,4,4
KDRASTER,sys/sys/consio.h,67,scr_size_t,12,12
PIO_FONT8x14,sys/sys/consio.h,245,fnt14_t,3584,3584
PIO_FONT8x16,sys/sys/consio.h,247,fnt16_t,4096,4096
PIO_FONT8x8,sys/sys/consio.h,243,fnt8_t,2048,2048
PIO_SCRNMAP,sys/sys/consio.h,76,scrmap_t,256,256
PIO_VFONT,sys/sys/consio.h,249,vfnt_t,48,72
VT_GETACTIVE,sys/sys/consio.h,366,int,4,4
VT_GETINDEX,sys/sys/consio.h,369,int,4,4
VT_GETMODE,sys/sys/consio.h,351,vtmode_t,8,8
VT_LOCKSWITCH,sys/sys/consio.h,372,int,4,4
VT_OPENQRY,sys/sys/consio.h,332,int,4,4
VT_SETMODE,sys/sys/consio.h,350,vtmode_t,8,8
MOUSE_GETHWID,sys/sys/mouse.h,48,int,4,4
MOUSE_GETLEVEL,sys/sys/mouse.h,39,int,4,4
MOUSE_SETLEVEL,sys/sys/mouse.h,40,int,4,4
MOUSE_SETRATE,sys/sys/mouse.h,47,int,4,4
MOUSE_SETRESOLUTION,sys/sys/mouse.h,45,int,4,4
MOUSE_SETSCALING,sys/sys/mouse.h,46,int,4,4
AGPIOC_DEALLOCATE,sys/sys/agpio.h,90,int,4,4
IOCATAATTACH,sys/sys/ata.h,591,int,4,4
IOCATADETACH,sys/sys/ata.h,592,int,4,4
IOCATADEVICES,sys/sys/ata.h,593,struct ata_ioc_devices,1092,1092
IOCATAGMAXCHANNEL,sys/sys/ata.h,589,int,4,4
IOCATAGMODE,sys/sys/ata.h,1006,int,4,4
IOCATAGPARM,sys/sys/ata.h,1005,struct ata_params,512,512
IOCATAGSPINDOWN,sys/sys/ata.h,1009,int,4,4
IOCATARAIDADDSPARE,sys/sys/ata.h,1056,struct ata_ioc_raid_config,88,88
IOCATARAIDCREATE,sys/sys/ata.h,1053,struct ata_ioc_raid_config,88,88
IOCATARAIDDELETE,sys/sys/ata.h,1054,int,4,4
IOCATARAIDREBUILD,sys/sys/ata.h,1057,int,4,4
IOCATARAIDSTATUS,sys/sys/ata.h,1055,struct ata_ioc_raid_status,152,152
IOCATAREINIT,sys/sys/ata.h,590,int,4,4
IOCATAREQUEST,sys/sys/ata.h,1004,struct ata_ioc_request,56,64
IOCATASMODE,sys/sys/ata.h,1007,int,4,4
IOCATASSPINDOWN,sys/sys/ata.h,1010,int,4,4
OTIOCGETD,sys/sys/ioctl_compat.h,76,int,4,4
OTIOCSETD,sys/sys/ioctl_compat.h,77,int,4,4
TIOCGETC,sys/sys/ioctl_compat.h,83,struct tchars,6,6
TIOCGETP,sys/sys/ioctl_compat.h,79,struct sgttyb,6,6
TIOCGLTC,sys/sys/ioctl_compat.h,132,struct ltchars,6,6
TIOCLBIC,sys/sys/ioctl_compat.h,151,int,4,4
TIOCLBIS,sys/sys/ioctl_compat.h,152,int,4,4
TIOCLGET,sys/sys/ioctl_compat.h,134,int,4,4
TIOCLSET,sys/sys/ioctl_compat.h,150,int,4,4
TIOCSETC,sys/sys/ioctl_compat.h,82,struct tchars,6,6
TIOCSETN,sys/sys/ioctl_compat.h,81,struct sgttyb,6,6
TIOCSETP,sys/sys/ioctl_compat.h,80,struct sgttyb,6,6
TIOCSLTC,sys/sys/ioctl_compat.h,133,struct ltchars,6,6
DVDIOCREADSTRUCTURE,sys/sys/dvdio.h,110,struct dvd_struct,2060,2060
DVDIOCREPORTKEY,sys/sys/dvdio.h,108,struct dvd_authinfo,24,24
DVDIOCSENDKEY,sys/sys/dvdio.h,109,struct dvd_authinfo,24,24
SNPSTTY,sys/sys/snoop.h,31,int,4,4
EFIIOC_GET_TABLE,sys/sys/efiio.h,51,struct efi_get_table_ioc,20,24
EFIIOC_GET_TIME,sys/sys/efiio.h,52,struct efi_tm,16,16
