macro,file,line,type,size_i386,size_amd64
FBIOMONINFO,12.1src/sys/sys/fbio.h,313,struct mon_info,32,56
FBIOPUTCMAP,12.1src/sys/sys/fbio.h,200,struct fbcmap,20,32
FBIOPUTCMAPI,12.1src/sys/sys/fbio.h,329,struct fbcmap_i,28,40
FBIOSCURSOR,12.1src/sys/sys/fbio.h,268,struct fbcursor,44,72
FBIO_ADPINFO,12.1src/sys/sys/fbio.h,590,struct video_adapter_info,164,208
FBIO_FINDMODE,12.1src/sys/sys/fbio.h,594,struct video_info,164,192
FBIO_GETPALETTE,12.1src/sys/sys/fbio.h,611,video_color_palette_t,24,40
FBIO_MODEINFO,12.1src/sys/sys/fbio.h,593,struct video_info,164,192
FBIO_SETPALETTE,12.1src/sys/sys/fbio.h,612,video_color_palette_t,24,40
SPIGENIOC_TRANSFER,12.1src/sys/sys/spigenio.h,48,struct spigen_transfer,16,32
SPIGENIOC_TRANSFER_MMAPPED,12.1src/sys/sys/spigenio.h,50,struct spigen_transfer_mmapped,8,16
TIOCTIMESTAMP,12.1src/sys/sys/ttycom.h,83,struct timeval,8,16
CHIOGSTATUS,12.1src/sys/sys/chio.h,280,struct changer_element_status_request,12,16
OCHIOGSTATUS,12.1src/sys/sys/chio.h,278,struct changer_element_status_request,12,16
CFIOCQRY,12.1src/sys/sys/cfictl.h,47,struct cfiocqry,12,24
CIOCCRYPT,12.1src/sys/opencrypto/cryptodev.h,343,struct crypt_op,28,48
CIOCCRYPTAEAD,12.1src/sys/opencrypto/cryptodev.h,349,struct crypt_aead,40,64
CIOCGSESSION,12.1src/sys/opencrypto/cryptodev.h,341,struct session_op,28,48
CIOCGSESSION2,12.1src/sys/opencrypto/cryptodev.h,346,struct session2_op,48,64
CIOCKEY,12.1src/sys/opencrypto/cryptodev.h,344,struct crypt_kop,80,144
CIOCKEY2,12.1src/sys/opencrypto/cryptodev.h,347,struct crypt_kop,80,144
IOCTL_GNTDEV_ALLOC_GREF,12.1src/sys/xen/gntdev.h,133,struct ioctl_gntdev_alloc_gref,20,24
IOCTL_GNTDEV_DEALLOC_GREF,12.1src/sys/xen/gntdev.h,148,struct ioctl_gntdev_dealloc_gref,12,16
IOCTL_GNTDEV_GET_OFFSET_FOR_VADDR,12.1src/sys/xen/gntdev.h,183,struct ioctl_gntdev_get_offset_for_vaddr,20,24
IOCTL_GNTDEV_MAP_GRANT_REF,12.1src/sys/xen/gntdev.h,163,struct ioctl_gntdev_map_grant_ref,20,24
IOCTL_GNTDEV_UNMAP_GRANT_REF,12.1src/sys/xen/gntdev.h,175,struct ioctl_gntdev_unmap_grant_ref,12,16
IOCTL_PRIVCMD_HYPERCALL,12.1src/sys/xen/privcmd.h,54,struct ioctl_privcmd_hypercall,28,56
IOCTL_PRIVCMD_MMAPBATCH,12.1src/sys/xen/privcmd.h,56,struct ioctl_privcmd_mmapbatch,20,32
